"main_riv","dist_dn_km","ord_flow","x_centroid","y_centroid","bio_4","bio_5","bio_8","bio_13"
60443230,4385.99272727273,4.69090909090909,-7450000,-750000,37.8349458376567,26.6576167742411,20.4161861737569,167.648932139079
60443230,2357.37608695652,4.95652173913043,-5150000,-1850000,152.442799886068,32.227722231547,24.1560411453247,308.825254313151
60443230,3358.51758241758,4.74725274725275,-6450000,-1750000,135.789685885111,32.9729318618774,26.8683637777964,276.049006144206
60484080.3661972,452.801408450704,4.31924882629108,-4950000,-450000,51.6935755411784,31.8725927988688,25.1437388102214,365.239084879557
60443230,3928.59299610895,4.75097276264591,-6250000,-2150000,201.216171264648,31.5196921757289,25.8506810324533,454.257959856306
60443230,2787.55745614035,4.57894736842105,-6150000,450000,40.4168211619059,30.7531654993693,24.1862775802612,378.172780354818
60443230,2474.55496183206,4.59541984732824,-5850000,550000,58.8721857070923,31.2489002545675,24.5099501609802,322.3922996521
60443230,2497.348,5,-5950000,550000,49.5780676205953,30.0848070780436,23.6312509377797,340.26568476359
60443230,5789.56111111111,5.22222222222222,-7250000,-1750000,136.704612459455,18.1337060587747,11.2638548953193,114.990479579994
60443230,1686.815625,5.03125,-5250000,-1150000,53.1964883168538,34.5485319773356,25.1798360824585,328.297835286458
60459089.4488189,619.764566929134,4.74803149606299,-4950000,-550000,43.201050567627,31.4010038375854,24.5922883987427,348.118387858073
60443230,3906.93,4.27777777777778,-6650000,-1150000,82.4799057006836,31.4345561981201,25.171933110555,308.265605672201
60443230,2608.40147058824,4.55882352941176,-5350000,-1750000,93.2258153642927,31.5789352144514,24.2799743243626,295.978254045759
60443230,5829.84,5,-6950000,-1950000,170.655893198649,15.3570179303487,6.52251764933268,127.744064839681
60443230,2943.7259868421,4.02631578947368,-6750000,150000,55.945043182373,31.2147332327706,25.0358725411551,385.357376534598
60443230,2076.24301075269,4.32258064516129,-5550000,-1450000,65.5642154693603,33.5832046508789,25.2133988062541,339.580228678385
60443230,2754.77704918033,4.9016393442623,-5250000,-1850000,138.877678934733,31.1661774953206,23.6931535720825,321.931392415365
60443230,2897.07754491018,3.52095808383234,-6750000,-550000,41.0460730416434,31.4047278812953,26.519075012207,299.432680838449
60443230,735.878985507246,4.52173913043478,-5050000,-550000,43.7432075500488,31.3453975041707,24.4697702407837,319.721179199219
60443230,3809.29122807018,5.14035087719298,-5850000,-1950000,160.376964314779,33.5588204701742,26.7304421106974,228.887361653646
60443230,1919.69083969466,4.96946564885496,-6050000,-750000,30.2031004428864,32.7855806350708,26.3099496364594,295.34420522054
60443230,1523.93813559322,4.85593220338983,-5250000,-1050000,47.9204874038696,34.3266758918762,25.3027001221975,326.439538319906
60443230,2337.33148148148,4.93055555555556,-5650000,-1750000,105.552330970764,32.1195714473724,24.2044168313344,338.364845275879
60443230,4682.44416666667,4.74444444444444,-7350000,-1150000,32.2506943384806,27.4071564356486,20.6824591318766,245.327290852865
60443230,2595.48823529412,5.03921568627451,-5850000,650000,46.0916004180908,27.7809449513753,21.4600632985433,318.710824584961
60443230,978.360893854749,3.16201117318436,-5550000,-350000,63.6142484347026,33.0717174212138,26.5829625924428,340.290111541748
60443230,1264.26740740741,4.60740740740741,-4950000,-950000,31.6603825251261,33.4237636566162,24.526966603597,290.394619750977
60443230,5256.31292134831,4.75842696629214,-6950000,-1650000,103.256449890137,20.4913963953654,12.6299249966939,171.445329538981
60443230,4169.50714285714,4.29365079365079,-6950000,-950000,53.5146825154622,30.7863767623901,25.287868309021,276.601157633464
60443230,3963.68235294118,4.62352941176471,-7350000,-550000,30.1872849782308,32.5680814107259,26.8303937276204,229.566461690267
60443230,2531.17237569061,4.87292817679558,-6150000,-1350000,54.7306701342265,32.70356798172,25.0843335787455,309.693864186605
60443230,3685.09634146341,4.73983739837398,-7150000,150000,75.6138051350911,31.6982154210409,25.1729660669963,323.837456258138
60443230,4318.93731343284,5.11940298507463,-7450000,150000,36.1262439727783,19.6650300661723,14.4779016494751,238.352042643229
60443230,3512.29344262295,4.60655737704918,-6150000,-1950000,153.23663482666,33.0352798461914,26.8005350112915,258.816559346517
60443230,4114.86349614396,4.42159383033419,-7350000,-250000,50.4238857269287,31.024759610494,25.1559748331706,362.740884399414
60443230,4406.52571428571,4.86285714285714,-7050000,-1050000,54.6638746261597,31.3174772262573,25.5112364292145,283.148100535075
60443230,2099.14791666667,4.96875,-5250000,-1350000,46.150515238444,35.0741782188416,25.3474198182424,370.159066518148
60443230,4647.3,4.85185185185185,-6950000,-1350000,66.4961190223694,31.2588346799215,25.2696280479431,249.601886749268
60443230,3284.1,4.36315789473684,-6350000,-1750000,123.280534426371,33.2093424797058,26.899778842926,261.538743336995
60443230,2560,5,-6050000,550000,44.0004819234212,30.8216024239858,24.2688415050507,382.667279561361
60443230,2548.41727272727,4.78181818181818,-6050000,-1350000,52.9839081764221,33.3693838119507,24.8542733987172,312.739663441976
60443230,3755.35208333333,4.86458333333333,-5950000,-2150000,201.083780415853,32.9060074488322,26.7176685333252,158.681466674805
60443230,2243.95945945946,4.72972972972973,-5150000,-1750000,128.372218132019,33.0442501703898,24.7606333096822,283.182985941569
60443230,3660.25497835498,4.56709956709957,-6750000,-1750000,136.954721995762,20.6915099961417,13.6008235727038,265.961644853864
60443230,4471.53400809717,4.75303643724696,-7550000,-150000,47.9543425242106,20.2256008783976,14.161926317215,242.637626647949
60443230,5761.26875,4.5,-6850000,-1850000,186.579223124186,16.0264747301737,6.81048027674357,181.229370625814
60443230,4070.51019417476,4.38834951456311,-7350000,-450000,35.491197458903,31.9464913686117,26.2095711390177,220.754595947266
60443230,3880.85974025974,7.03896103896104,-5850000,-2150000,196.867455546061,33.6024728139242,27.0853633244832,204.784580993652
60443230,5277.34260869565,5.02608695652174,-7350000,-1350000,76.5414582888285,14.0796614487966,7.2144522468249,162.025985717773
60443230,858.026984126984,4.44444444444444,-5050000,-650000,37.4754193623861,31.9543867111206,24.4448371887207,294.249945068359
60443230,1967.13233082707,4.57142857142857,-5250000,-1450000,60.8502234141032,34.6471769968669,25.2448792775472,337.692876180013
60443230,2769.04381270903,4.42140468227425,-6650000,150000,51.3668599446615,31.5302773793538,25.4278355916341,402.367270914714
60443230,3458.05974025974,5.09090909090909,-6450000,-1850000,154.34085744222,32.9088476816813,26.8563954035441,284.649576822917
60443299.7760417,82.7119791666667,4.05729166666667,-4950000,-150000,51.4311897277832,32.382118733724,25.9361302693685,339.162326049805
60443230,651.25737704918,5.0327868852459,-5250000,-50000,60.807631333669,31.1181463400523,24.6997470855713,342.886558532715
60443230,3399.54848484848,4.68181818181818,-6350000,-1850000,156.993743896484,32.9648671468099,26.9642459233602,285.314833577474
60443230,2346.3735042735,4.48717948717949,-5450000,-1650000,83.4506769816081,32.0586669286092,24.7997897466024,349.931905110677
60443230,4425.778,5.72,-6150000,-2450000,259.309713236491,30.1942295710246,24.3080834070841,126.475162760417
60443230,3480.44269662921,4.65168539325843,-6550000,-1750000,137.861163457235,31.8091305096944,25.9508895079295,291.76487604777
60443230,1746.43974358974,4.85470085470085,-5950000,-650000,30.0074899037679,32.6142251332601,26.6775197347005,306.570780436198
60443230,4872.44716157205,4.75982532751092,-7350000,-1250000,56.3471084594727,19.8171724001567,12.7289770921071,141.665613301595
60443230,2366.82207207207,4.46846846846847,-5950000,-1250000,46.0646188100179,33.0881493886312,24.9188097000122,337.301427205404
60443230,5552.97338709677,4.7258064516129,-7050000,-1750000,103.124759356181,18.4236427545547,9.90591502189636,190.860734939575
60443230,4715.15,4.86029411764706,-7050000,-1250000,56.1310707092285,31.688528251648,25.72899462382,222.775693766276
60443230,1615.19523809524,4.31428571428571,-5150000,-1150000,38.1061214447021,34.4217557271322,25.3565345128377,330.571796671549
60443230,2778.33253968254,4.87301587301587,-5850000,-1550000,75.7586939493815,32.9274625142415,24.6282122294108,300.902561442057
60413154.3125,44.5416666666667,4.78645833333333,-4750000,-50000,73.4849224090576,32.6582468350728,26.2032725811005,525.046558380127
60443230,587.578378378378,3.8445945945946,-5050000,-450000,53.5824933369954,31.9933691660563,25.0262451171875,366.426966349284
60443230,1366.24150943396,5.07547169811321,-5650000,150000,55.5108640034993,31.4888820648193,25.1099222183228,328.868560791016
60443230,1083.65591397849,4.83870967741935,-5350000,50000,57.8416528974261,31.4550382886614,24.8592663901193,355.217905099051
60443230,2061.66598639456,4.8843537414966,-5750000,150000,56.0544621058873,32.2643191746303,25.7733508518764,338.39243687221
